"just entered the dark side of pinterest,,, it has edits of tae in skirts?????",0.4,-0.15,Negative
": 迪奥文化挪用抗议 Dior抄袭
Chinese students in Paris to protest Dior's appropriation of hanfu skirts. Despite that, the fashion c…",0.0,0.0,Neutral
": LONG SKIRTS from the howtoTHINKwhenyouDRAW encyclopedia - the world’s ONLY encyclopedia of drawing tutorials, posted…",0.7,-0.025,Negative
Okay but.. I purchased 2 v cute mini skirts which hug my waist heavenly... but was it for petite girls only? Or my… ,0.8333333333333334,0.3333333333333333,Positive
i love sitting prettily in my skirts,0.8,0.375,Positive
: Women Cyclists in Skirts fighting (literally) the good fight since 1899. ,0.6000000000000001,0.7,Positive
im still breathing thanks to the black skirts announcing that they will release new music next month,0.271969696969697,0.04242424242424243,Positive
: This week ⁦⁩ &amp; I host the incomparable ⁦⁩ on ⁦⁩ to talk Jane Austen on Jane’s hea…,0.6,0.4,Positive
 Oh look another presenter who never crosses her legs when wearing a mini skirts or mini dresses lol,0.7,0.8,Positive
 ko reka some work pants and skirts so I can have some nice stuff. tysm chomaka 🫶🏽💛,1.0,0.6,Positive
